img1,img2,is_same_person,model,backend,similarity_metric,distance,threshold,similarity,verified,result_type
025244.jpg,049142.jpg,True,Facenet,ssd,euclidean,8.835963853436283,10.0,N/A,True,TP
025244.jpg,049142.jpg,True,Facenet,mtcnn,cosine,0.23103049685399968,0.4,76.9,True,TP
025244.jpg,049142.jpg,True,Facenet,mtcnn,euclidean,8.33097289703542,10.0,N/A,True,TP
025244.jpg,049142.jpg,True,Facenet,retinaface,cosine,0.20447799874839856,0.4,79.55,True,TP
025244.jpg,049142.jpg,True,Facenet,retinaface,euclidean,7.882974000948473,10.0,N/A,True,TP
025244.jpg,049142.jpg,True,OpenFace,opencv,cosine,0.05776708326938773,0.1,94.22,True,TP
025244.jpg,049142.jpg,True,OpenFace,opencv,euclidean,0.3399031640797468,0.55,N/A,True,TP
025244.jpg,049142.jpg,True,OpenFace,ssd,cosine,0.11126135362841749,0.1,88.87,False,FN
025244.jpg,049142.jpg,True,OpenFace,ssd,euclidean,0.47172312845493775,0.55,N/A,True,TP
025244.jpg,049142.jpg,True,OpenFace,mtcnn,cosine,0.08786222516600761,0.1,91.21,True,TP
025244.jpg,049142.jpg,True,OpenFace,mtcnn,euclidean,0.4191949866337451,0.55,N/A,True,TP
025244.jpg,049142.jpg,True,OpenFace,retinaface,cosine,0.0766124453427911,0.1,92.34,True,TP
025244.jpg,049142.jpg,True,OpenFace,retinaface,euclidean,0.391439515975639,0.55,N/A,True,TP
025244.jpg,049142.jpg,True,ArcFace,opencv,cosine,0.2287608055339696,0.68,77.12,True,TP
025244.jpg,049142.jpg,True,ArcFace,opencv,euclidean,2.4340173802491147,4.15,N/A,True,TP
025244.jpg,049142.jpg,True,ArcFace,ssd,cosine,0.30960014186166585,0.68,69.04,True,TP
025244.jpg,049142.jpg,True,ArcFace,ssd,euclidean,2.600132044959683,4.15,N/A,True,TP
025244.jpg,049142.jpg,True,ArcFace,mtcnn,cosine,0.24025989716566676,0.68,75.97,True,TP
025244.jpg,049142.jpg,True,ArcFace,mtcnn,euclidean,2.2631323881877963,4.15,N/A,True,TP
025244.jpg,049142.jpg,True,ArcFace,retinaface,cosine,0.30054262192369885,0.68,69.95,True,TP
025244.jpg,049142.jpg,True,ArcFace,retinaface,euclidean,2.5894516274209978,4.15,N/A,True,TP
000003.jpg,000007.jpg,False,Facenet,ssd,cosine,0.7977294458876699,0.4,20.23,False,TN
000003.jpg,000007.jpg,False,Facenet,ssd,euclidean,12.202904893856086,10.0,N/A,False,TN
000003.jpg,000007.jpg,False,Facenet,mtcnn,cosine,0.7801545980638791,0.4,21.98,False,TN
000003.jpg,000007.jpg,False,Facenet,mtcnn,euclidean,12.061760648537028,10.0,N/A,False,TN
000003.jpg,000007.jpg,False,Facenet,retinaface,cosine,0.8076917529333489,0.4,19.23,False,TN
000003.jpg,000007.jpg,False,Facenet,retinaface,euclidean,11.897272345161314,10.0,N/A,False,TN
000003.jpg,000007.jpg,False,OpenFace,ssd,cosine,0.45638188524157874,0.1,54.36,False,TN
000003.jpg,000007.jpg,False,OpenFace,ssd,euclidean,0.9553867256148442,0.55,N/A,False,TN
000003.jpg,000007.jpg,False,OpenFace,mtcnn,cosine,0.37043122212349644,0.1,62.96,False,TN
000003.jpg,000007.jpg,False,OpenFace,mtcnn,euclidean,0.8607336532042216,0.55,N/A,False,TN
000003.jpg,000007.jpg,False,OpenFace,retinaface,cosine,0.34935285422755735,0.1,65.06,False,TN
000003.jpg,000007.jpg,False,OpenFace,retinaface,euclidean,0.8358861860620753,0.55,N/A,False,TN
000003.jpg,000007.jpg,False,ArcFace,ssd,cosine,0.956599668600273,0.68,4.34,False,TN
000003.jpg,000007.jpg,False,ArcFace,ssd,euclidean,5.054858080876215,4.15,N/A,False,TN
000003.jpg,000007.jpg,False,ArcFace,mtcnn,cosine,0.9939763276423513,0.68,0.6,False,TN
000003.jpg,000007.jpg,False,ArcFace,mtcnn,euclidean,7.023781930446007,4.15,N/A,False,TN
000003.jpg,000007.jpg,False,ArcFace,retinaface,cosine,0.9333244588694627,0.68,6.67,False,TN
000003.jpg,000007.jpg,False,ArcFace,retinaface,euclidean,5.988081181403524,4.15,N/A,False,TN
033840.jpg,069458.jpg,True,Facenet,opencv,cosine,0.4093056728094985,0.4,59.07,False,FN
033840.jpg,069458.jpg,True,Facenet,opencv,euclidean,11.22685143681316,10.0,N/A,False,FN
033840.jpg,069458.jpg,True,Facenet,ssd,cosine,0.34170125211837854,0.4,65.83,True,TP
033840.jpg,069458.jpg,True,Facenet,ssd,euclidean,9.8366606452031,10.0,N/A,True,TP
033840.jpg,069458.jpg,True,Facenet,mtcnn,cosine,0.43680071097218987,0.4,56.32,False,FN
033840.jpg,069458.jpg,True,Facenet,mtcnn,euclidean,11.310706342595644,10.0,N/A,False,FN
033840.jpg,069458.jpg,True,Facenet,retinaface,cosine,0.4177528652823148,0.4,58.22,False,FN
033840.jpg,069458.jpg,True,Facenet,retinaface,euclidean,11.20896785524269,10.0,N/A,False,FN
033840.jpg,069458.jpg,True,OpenFace,opencv,cosine,0.3182048834904768,0.1,68.18,False,FN
033840.jpg,069458.jpg,True,OpenFace,opencv,euclidean,0.7977529601982373,0.55,N/A,False,FN
033840.jpg,069458.jpg,True,OpenFace,ssd,cosine,0.38155161854502273,0.1,61.84,False,FN
033840.jpg,069458.jpg,True,OpenFace,ssd,euclidean,0.8735578388358475,0.55,N/A,False,FN
033840.jpg,069458.jpg,True,OpenFace,mtcnn,cosine,0.2155348856257474,0.1,78.45,False,FN
033840.jpg,069458.jpg,True,OpenFace,mtcnn,euclidean,0.6565590320827713,0.55,N/A,False,FN
033840.jpg,069458.jpg,True,OpenFace,retinaface,cosine,0.28706234737233915,0.1,71.29,False,FN
033840.jpg,069458.jpg,True,OpenFace,retinaface,euclidean,0.7577101664710676,0.55,N/A,False,FN
033840.jpg,069458.jpg,True,ArcFace,opencv,cosine,0.6657621854256406,0.68,33.42,True,TP
033840.jpg,069458.jpg,True,ArcFace,opencv,euclidean,4.215132922879651,4.15,N/A,False,FN
033840.jpg,069458.jpg,True,ArcFace,ssd,cosine,0.549087866623192,0.68,45.09,True,TP
033840.jpg,069458.jpg,True,ArcFace,ssd,euclidean,3.1695478772506975,4.15,N/A,True,TP
033840.jpg,069458.jpg,True,ArcFace,mtcnn,cosine,0.5899518438971145,0.68,41.0,True,TP
033840.jpg,069458.jpg,True,ArcFace,mtcnn,euclidean,3.6023964178584005,4.15,N/A,True,TP
033840.jpg,069458.jpg,True,ArcFace,retinaface,cosine,0.5685600310195148,0.68,43.14,True,TP
033840.jpg,069458.jpg,True,ArcFace,retinaface,euclidean,3.5963692438187063,4.15,N/A,True,TP
021177.jpg,057503.jpg,True,Facenet,opencv,cosine,0.19733954914916807,0.4,80.27,True,TP
021177.jpg,057503.jpg,True,Facenet,opencv,euclidean,7.489671052906051,10.0,N/A,True,TP
021177.jpg,057503.jpg,True,Facenet,ssd,cosine,0.25383456477953703,0.4,74.62,True,TP
021177.jpg,057503.jpg,True,Facenet,ssd,euclidean,8.648955097588162,10.0,N/A,True,TP
021177.jpg,057503.jpg,True,Facenet,mtcnn,cosine,0.22326908863449813,0.4,77.67,True,TP
021177.jpg,057503.jpg,True,Facenet,mtcnn,euclidean,8.08296706057564,10.0,N/A,True,TP
021177.jpg,057503.jpg,True,Facenet,retinaface,cosine,0.2521029848029327,0.4,74.79,True,TP
021177.jpg,057503.jpg,True,Facenet,retinaface,euclidean,8.565977951282509,10.0,N/A,True,TP
021177.jpg,057503.jpg,True,OpenFace,opencv,cosine,0.4335533947788751,0.1,56.64,False,FN
021177.jpg,057503.jpg,True,OpenFace,opencv,euclidean,0.931185680341335,0.55,N/A,False,FN
021177.jpg,057503.jpg,True,OpenFace,ssd,cosine,0.14117170041686922,0.1,85.88,False,FN
021177.jpg,057503.jpg,True,OpenFace,ssd,euclidean,0.5313599648508958,0.55,N/A,True,TP
021177.jpg,057503.jpg,True,OpenFace,mtcnn,cosine,0.24990278222852957,0.1,75.01,False,FN
021177.jpg,057503.jpg,True,OpenFace,mtcnn,euclidean,0.7069692930977797,0.55,N/A,False,FN
021177.jpg,057503.jpg,True,OpenFace,retinaface,cosine,0.16581037918783592,0.1,83.42,False,FN
021177.jpg,057503.jpg,True,OpenFace,retinaface,euclidean,0.5758652305293934,0.55,N/A,False,FN
021177.jpg,057503.jpg,True,ArcFace,opencv,cosine,0.2583824869836756,0.68,74.16,True,TP
021177.jpg,057503.jpg,True,ArcFace,opencv,euclidean,3.1938131622775887,4.15,N/A,True,TP
021177.jpg,057503.jpg,True,ArcFace,ssd,cosine,0.28178937546654803,0.68,71.82,True,TP
021177.jpg,057503.jpg,True,ArcFace,ssd,euclidean,2.876210357095751,4.15,N/A,True,TP
021177.jpg,057503.jpg,True,ArcFace,mtcnn,cosine,0.31147536398374187,0.68,68.85,True,TP
021177.jpg,057503.jpg,True,ArcFace,mtcnn,euclidean,3.324662870493202,4.15,N/A,True,TP
021177.jpg,057503.jpg,True,ArcFace,retinaface,cosine,0.2794351360325624,0.68,72.06,True,TP
021177.jpg,057503.jpg,True,ArcFace,retinaface,euclidean,2.933689274706193,4.15,N/A,True,TP
000404.jpg,004390.jpg,True,Facenet,ssd,cosine,0.5099044969272045,0.4,49.01,False,FN
000404.jpg,004390.jpg,True,Facenet,ssd,euclidean,11.912672648069746,10.0,N/A,False,FN
000404.jpg,004390.jpg,True,Facenet,mtcnn,cosine,0.5178471465867585,0.4,48.22,False,FN
000404.jpg,004390.jpg,True,Facenet,mtcnn,euclidean,12.100904108319376,10.0,N/A,False,FN
000404.jpg,004390.jpg,True,Facenet,retinaface,cosine,0.5758576549290807,0.4,42.41,False,FN
000404.jpg,004390.jpg,True,Facenet,retinaface,euclidean,12.721811438630612,10.0,N/A,False,FN
000404.jpg,004390.jpg,True,OpenFace,ssd,cosine,0.20091389437219231,0.1,79.91,False,FN
000404.jpg,004390.jpg,True,OpenFace,ssd,euclidean,0.6338989034589422,0.55,N/A,False,FN
000404.jpg,004390.jpg,True,OpenFace,mtcnn,cosine,0.16255881621111923,0.1,83.74,False,FN
000404.jpg,004390.jpg,True,OpenFace,mtcnn,euclidean,0.5701908901843543,0.55,N/A,False,FN
000404.jpg,004390.jpg,True,OpenFace,retinaface,cosine,0.1428173236523389,0.1,85.72,False,FN
000404.jpg,004390.jpg,True,OpenFace,retinaface,euclidean,0.5344479810236231,0.55,N/A,True,TP
000404.jpg,004390.jpg,True,ArcFace,ssd,cosine,0.7555019017525751,0.68,24.45,False,FN
000404.jpg,004390.jpg,True,ArcFace,ssd,euclidean,3.963027089745134,4.15,N/A,True,TP
000404.jpg,004390.jpg,True,ArcFace,mtcnn,cosine,0.6924213612786293,0.68,30.76,False,FN
000404.jpg,004390.jpg,True,ArcFace,mtcnn,euclidean,3.8435749881096526,4.15,N/A,True,TP
000404.jpg,004390.jpg,True,ArcFace,retinaface,cosine,0.655045509888982,0.68,34.5,True,TP
000404.jpg,004390.jpg,True,ArcFace,retinaface,euclidean,3.7115243016024295,4.15,N/A,True,TP
000404.jpg,039393.jpg,True,Facenet,opencv,cosine,0.24458041667201302,0.4,75.54,True,TP
000404.jpg,039393.jpg,True,Facenet,opencv,euclidean,8.66366293714042,10.0,N/A,True,TP
000404.jpg,039393.jpg,True,Facenet,ssd,cosine,0.3136418134865334,0.4,68.64,True,TP
000404.jpg,039393.jpg,True,Facenet,ssd,euclidean,9.503150227919987,10.0,N/A,True,TP
000404.jpg,039393.jpg,True,Facenet,mtcnn,cosine,0.313388876189547,0.4,68.66,True,TP
000404.jpg,039393.jpg,True,Facenet,mtcnn,euclidean,9.442703419776949,10.0,N/A,True,TP
000404.jpg,039393.jpg,True,Facenet,retinaface,cosine,0.337517894278595,0.4,66.25,True,TP
000404.jpg,039393.jpg,True,Facenet,retinaface,euclidean,9.781624132951588,10.0,N/A,True,TP
000404.jpg,039393.jpg,True,OpenFace,opencv,cosine,0.13548984127262775,0.1,86.45,False,FN
000404.jpg,039393.jpg,True,OpenFace,opencv,euclidean,0.5205570744667543,0.55,N/A,True,TP
000404.jpg,039393.jpg,True,OpenFace,ssd,cosine,0.19035190332008167,0.1,80.96,False,FN
000404.jpg,039393.jpg,True,OpenFace,ssd,euclidean,0.6170120078964088,0.55,N/A,False,FN
000404.jpg,039393.jpg,True,OpenFace,mtcnn,cosine,0.16663734011478404,0.1,83.34,False,FN
000404.jpg,039393.jpg,True,OpenFace,mtcnn,euclidean,0.5772994683926544,0.55,N/A,False,FN
000404.jpg,039393.jpg,True,OpenFace,retinaface,cosine,0.20159481676328395,0.1,79.84,False,FN
000404.jpg,039393.jpg,True,OpenFace,retinaface,euclidean,0.6349721513747181,0.55,N/A,False,FN
000404.jpg,039393.jpg,True,ArcFace,opencv,cosine,0.4557284813898378,0.68,54.43,True,TP
000404.jpg,039393.jpg,True,ArcFace,opencv,euclidean,3.7338804224221915,4.15,N/A,True,TP
000404.jpg,039393.jpg,True,ArcFace,ssd,cosine,0.5036901013783688,0.68,49.63,True,TP
000404.jpg,039393.jpg,True,ArcFace,ssd,euclidean,4.418435915664993,4.15,N/A,False,FN
000404.jpg,039393.jpg,True,ArcFace,mtcnn,cosine,0.4613575380539211,0.68,53.86,True,TP
000404.jpg,039393.jpg,True,ArcFace,mtcnn,euclidean,4.241166450730844,4.15,N/A,False,FN
000404.jpg,039393.jpg,True,ArcFace,retinaface,cosine,0.41424846520741276,0.68,58.58,True,TP
000404.jpg,039393.jpg,True,ArcFace,retinaface,euclidean,3.854544676933723,4.15,N/A,True,TP
000004.jpg,001778.jpg,True,Facenet,ssd,cosine,0.6050846421950393,0.4,39.49,False,FN
000004.jpg,001778.jpg,True,Facenet,ssd,euclidean,12.095756600986634,10.0,N/A,False,FN
000004.jpg,001778.jpg,True,Facenet,mtcnn,cosine,0.49267111432107047,0.4,50.73,False,FN
000004.jpg,001778.jpg,True,Facenet,mtcnn,euclidean,10.573673515586412,10.0,N/A,False,FN
000004.jpg,001778.jpg,True,Facenet,retinaface,cosine,0.48407200788160387,0.4,51.59,False,FN
000004.jpg,001778.jpg,True,Facenet,retinaface,euclidean,10.774122398931997,10.0,N/A,False,FN
000004.jpg,001778.jpg,True,OpenFace,ssd,cosine,0.42203523699561496,0.1,57.8,False,FN
000004.jpg,001778.jpg,True,OpenFace,ssd,euclidean,0.9187330944209132,0.55,N/A,False,FN
000004.jpg,001778.jpg,True,OpenFace,mtcnn,cosine,0.9340280233981656,0.1,6.6,False,FN
000004.jpg,001778.jpg,True,OpenFace,mtcnn,euclidean,1.3667685029503782,0.55,N/A,False,FN
000004.jpg,001778.jpg,True,OpenFace,retinaface,cosine,0.4647508308463627,0.1,53.52,False,FN
000004.jpg,001778.jpg,True,OpenFace,retinaface,euclidean,0.9641067138380375,0.55,N/A,False,FN
000004.jpg,001778.jpg,True,ArcFace,ssd,cosine,0.8405157676591464,0.68,15.95,False,FN
000004.jpg,001778.jpg,True,ArcFace,ssd,euclidean,4.590471747346575,4.15,N/A,False,FN
000004.jpg,001778.jpg,True,ArcFace,mtcnn,cosine,0.9159762331211313,0.68,8.4,False,FN
000004.jpg,001778.jpg,True,ArcFace,mtcnn,euclidean,5.475470847411916,4.15,N/A,False,FN
000004.jpg,001778.jpg,True,ArcFace,retinaface,cosine,0.7784172902704378,0.68,22.16,False,FN
000004.jpg,001778.jpg,True,ArcFace,retinaface,euclidean,4.082619555354293,4.15,N/A,True,TP
032973.jpg,041166.jpg,True,Facenet,opencv,cosine,0.5362113471841259,0.4,46.38,False,FN
032973.jpg,041166.jpg,True,Facenet,opencv,euclidean,12.415815306058638,10.0,N/A,False,FN
032973.jpg,041166.jpg,True,Facenet,ssd,cosine,0.43118760488882346,0.4,56.88,False,FN
032973.jpg,041166.jpg,True,Facenet,ssd,euclidean,10.735534108386217,10.0,N/A,False,FN
032973.jpg,041166.jpg,True,Facenet,mtcnn,cosine,0.4907050901962132,0.4,50.93,False,FN
032973.jpg,041166.jpg,True,Facenet,mtcnn,euclidean,11.46929655957212,10.0,N/A,False,FN
032973.jpg,041166.jpg,True,Facenet,retinaface,cosine,0.40236394755607907,0.4,59.76,False,FN
032973.jpg,041166.jpg,True,Facenet,retinaface,euclidean,10.252237471937422,10.0,N/A,False,FN
032973.jpg,041166.jpg,True,OpenFace,opencv,cosine,0.3009484114835168,0.1,69.91,False,FN
032973.jpg,041166.jpg,True,OpenFace,opencv,euclidean,0.7758200728877414,0.55,N/A,False,FN
032973.jpg,041166.jpg,True,OpenFace,ssd,cosine,0.37497539834197713,0.1,62.5,False,FN
032973.jpg,041166.jpg,True,OpenFace,ssd,euclidean,0.8659970255066053,0.55,N/A,False,FN
032973.jpg,041166.jpg,True,OpenFace,mtcnn,cosine,0.1977714183510736,0.1,80.22,False,FN
032973.jpg,041166.jpg,True,OpenFace,mtcnn,euclidean,0.6289219540876999,0.55,N/A,False,FN
032973.jpg,041166.jpg,True,OpenFace,retinaface,cosine,0.28794798120404264,0.1,71.21,False,FN
032973.jpg,041166.jpg,True,OpenFace,retinaface,euclidean,0.758878120452849,0.55,N/A,False,FN
032973.jpg,041166.jpg,True,ArcFace,opencv,cosine,0.5175588260798301,0.68,48.24,True,TP
032973.jpg,041166.jpg,True,ArcFace,opencv,euclidean,4.294140664333648,4.15,N/A,False,FN
032973.jpg,041166.jpg,True,ArcFace,ssd,cosine,0.600765134595774,0.68,39.92,True,TP
032973.jpg,041166.jpg,True,ArcFace,ssd,euclidean,4.455305362802895,4.15,N/A,False,FN
032973.jpg,041166.jpg,True,ArcFace,mtcnn,cosine,0.5434214244120963,0.68,45.66,True,TP
032973.jpg,041166.jpg,True,ArcFace,mtcnn,euclidean,4.590978369688108,4.15,N/A,False,FN
032973.jpg,041166.jpg,True,ArcFace,retinaface,cosine,0.5674871429961925,0.68,43.25,True,TP
032973.jpg,041166.jpg,True,ArcFace,retinaface,euclidean,4.408315450403685,4.15,N/A,False,FN
000001.jpg,027771.jpg,True,Facenet,opencv,cosine,0.49561225932695996,0.4,50.44,False,FN
000001.jpg,027771.jpg,True,Facenet,opencv,euclidean,12.286338989018088,10.0,N/A,False,FN
000001.jpg,027771.jpg,True,Facenet,ssd,cosine,0.4338916943938481,0.4,56.61,False,FN
000001.jpg,027771.jpg,True,Facenet,ssd,euclidean,11.32553709076475,10.0,N/A,False,FN
000001.jpg,027771.jpg,True,Facenet,mtcnn,cosine,0.5002764155786236,0.4,49.97,False,FN
000001.jpg,027771.jpg,True,Facenet,mtcnn,euclidean,12.236096692769042,10.0,N/A,False,FN
000001.jpg,027771.jpg,True,Facenet,retinaface,cosine,0.4875587890440678,0.4,51.24,False,FN
000001.jpg,027771.jpg,True,Facenet,retinaface,euclidean,12.031236583036854,10.0,N/A,False,FN
000001.jpg,027771.jpg,True,OpenFace,opencv,cosine,0.11635891441565294,0.1,88.36,False,FN
000001.jpg,027771.jpg,True,OpenFace,opencv,euclidean,0.4824083736890341,0.55,N/A,True,TP
000001.jpg,027771.jpg,True,OpenFace,ssd,cosine,0.24160409560920804,0.1,75.84,False,FN
000001.jpg,027771.jpg,True,OpenFace,ssd,euclidean,0.695131799383895,0.55,N/A,False,FN
000001.jpg,027771.jpg,True,OpenFace,mtcnn,cosine,0.24899297783245022,0.1,75.1,False,FN
000001.jpg,027771.jpg,True,OpenFace,mtcnn,euclidean,0.7056812136132493,0.55,N/A,False,FN
000001.jpg,027771.jpg,True,OpenFace,retinaface,cosine,0.21886255097784135,0.1,78.11,False,FN
000001.jpg,027771.jpg,True,OpenFace,retinaface,euclidean,0.6616079823157092,0.55,N/A,False,FN
000001.jpg,027771.jpg,True,ArcFace,opencv,cosine,0.4607178656424352,0.68,53.93,True,TP
000001.jpg,027771.jpg,True,ArcFace,opencv,euclidean,3.541437113443573,4.15,N/A,True,TP
000001.jpg,027771.jpg,True,ArcFace,ssd,cosine,0.5224188189233061,0.68,47.76,True,TP
000001.jpg,027771.jpg,True,ArcFace,ssd,euclidean,3.9706480988019033,4.15,N/A,True,TP
000001.jpg,027771.jpg,True,ArcFace,mtcnn,cosine,0.5677562203528641,0.68,43.22,True,TP
000001.jpg,027771.jpg,True,ArcFace,mtcnn,euclidean,4.457572850641814,4.15,N/A,False,FN
000001.jpg,027771.jpg,True,ArcFace,retinaface,cosine,0.5157979918113426,0.68,48.42,True,TP
000001.jpg,027771.jpg,True,ArcFace,retinaface,euclidean,4.056862733780004,4.15,N/A,True,TP
000003.jpg,069458.jpg,True,Facenet,ssd,cosine,0.7342027285490491,0.4,26.58,False,FN
000003.jpg,069458.jpg,True,Facenet,ssd,euclidean,11.81195602966075,10.0,N/A,False,FN
000003.jpg,069458.jpg,True,Facenet,mtcnn,cosine,0.8424580504304973,0.4,15.75,False,FN
000003.jpg,069458.jpg,True,Facenet,mtcnn,euclidean,12.888311602075358,10.0,N/A,False,FN
000003.jpg,069458.jpg,True,Facenet,retinaface,cosine,0.7673797401202566,0.4,23.26,False,FN
000003.jpg,069458.jpg,True,Facenet,retinaface,euclidean,12.327000741192752,10.0,N/A,False,FN
000003.jpg,069458.jpg,True,OpenFace,ssd,cosine,0.4293203248740741,0.1,57.07,False,FN
000003.jpg,069458.jpg,True,OpenFace,ssd,euclidean,0.9266286764961852,0.55,N/A,False,FN
000003.jpg,069458.jpg,True,OpenFace,mtcnn,cosine,0.3687585959975306,0.1,63.12,False,FN
000003.jpg,069458.jpg,True,OpenFace,mtcnn,euclidean,0.8587882084878258,0.55,N/A,False,FN
000003.jpg,069458.jpg,True,OpenFace,retinaface,cosine,0.23964784412887963,0.1,76.04,False,FN
000003.jpg,069458.jpg,True,OpenFace,retinaface,euclidean,0.6923118103701273,0.55,N/A,False,FN
000003.jpg,069458.jpg,True,ArcFace,ssd,cosine,0.804518021115382,0.68,19.55,False,FN
000003.jpg,069458.jpg,True,ArcFace,ssd,euclidean,4.075115828251548,4.15,N/A,True,TP
000003.jpg,069458.jpg,True,ArcFace,mtcnn,cosine,0.9033812576859106,0.68,9.66,False,FN
000003.jpg,069458.jpg,True,ArcFace,mtcnn,euclidean,6.281521350805056,4.15,N/A,False,FN
000003.jpg,069458.jpg,True,ArcFace,retinaface,cosine,0.8730453050935673,0.68,12.7,False,FN
000003.jpg,069458.jpg,True,ArcFace,retinaface,euclidean,5.753053710102037,4.15,N/A,False,FN
000404.jpg,049142.jpg,True,Facenet,opencv,cosine,0.43694398561422265,0.4,56.31,False,FN
000404.jpg,049142.jpg,True,Facenet,opencv,euclidean,11.592387382476305,10.0,N/A,False,FN
000404.jpg,049142.jpg,True,Facenet,ssd,cosine,0.33413878303571043,0.4,66.59,True,TP
000404.jpg,049142.jpg,True,Facenet,ssd,euclidean,9.88589338477875,10.0,N/A,True,TP
000404.jpg,049142.jpg,True,Facenet,mtcnn,cosine,0.35208468587940456,0.4,64.79,True,TP
000404.jpg,049142.jpg,True,Facenet,mtcnn,euclidean,10.072788431751176,10.0,N/A,False,FN
000404.jpg,049142.jpg,True,Facenet,retinaface,cosine,0.31136483346078647,0.4,68.86,True,TP
000404.jpg,049142.jpg,True,Facenet,retinaface,euclidean,9.545897585824099,10.0,N/A,True,TP
000404.jpg,049142.jpg,True,OpenFace,opencv,cosine,0.15627759072025937,0.1,84.37,False,FN
000404.jpg,049142.jpg,True,OpenFace,opencv,euclidean,0.5590663381371792,0.55,N/A,False,FN
000404.jpg,049142.jpg,True,OpenFace,ssd,cosine,0.24387710719751177,0.1,75.61,False,FN
000404.jpg,049142.jpg,True,OpenFace,ssd,euclidean,0.6983940390248106,0.55,N/A,False,FN
000404.jpg,049142.jpg,True,OpenFace,mtcnn,cosine,0.1707948896048439,0.1,82.92,False,FN
000404.jpg,049142.jpg,True,OpenFace,mtcnn,euclidean,0.5844568096986098,0.55,N/A,False,FN
000404.jpg,049142.jpg,True,OpenFace,retinaface,cosine,0.17429258529747804,0.1,82.57,False,FN
000404.jpg,049142.jpg,True,OpenFace,retinaface,euclidean,0.5904109941904309,0.55,N/A,False,FN
000404.jpg,049142.jpg,True,ArcFace,opencv,cosine,0.4500697467236129,0.68,54.99,True,TP
000404.jpg,049142.jpg,True,ArcFace,opencv,euclidean,3.123681269421538,4.15,N/A,True,TP
000404.jpg,049142.jpg,True,ArcFace,ssd,cosine,0.46534866158583055,0.68,53.47,True,TP
000404.jpg,049142.jpg,True,ArcFace,ssd,euclidean,3.627096273722565,4.15,N/A,True,TP
000404.jpg,049142.jpg,True,ArcFace,mtcnn,cosine,0.41316139741892144,0.68,58.68,True,TP
000404.jpg,049142.jpg,True,ArcFace,mtcnn,euclidean,3.3157997903610275,4.15,N/A,True,TP
000404.jpg,049142.jpg,True,ArcFace,retinaface,cosine,0.3786358037993277,0.68,62.14,True,TP
000404.jpg,049142.jpg,True,ArcFace,retinaface,euclidean,3.1525422418056417,4.15,N/A,True,TP
033840.jpg,052374.jpg,True,Facenet,ssd,cosine,0.38024068707053094,0.4,61.98,True,TP
033840.jpg,052374.jpg,True,Facenet,ssd,euclidean,10.195841616681912,10.0,N/A,False,FN
033840.jpg,052374.jpg,True,Facenet,mtcnn,cosine,0.4588824330111033,0.4,54.11,False,FN
033840.jpg,052374.jpg,True,Facenet,mtcnn,euclidean,10.464992802335413,10.0,N/A,False,FN
033840.jpg,052374.jpg,True,Facenet,retinaface,cosine,0.43949420189903543,0.4,56.05,False,FN
033840.jpg,052374.jpg,True,Facenet,retinaface,euclidean,10.755232125865163,10.0,N/A,False,FN
033840.jpg,052374.jpg,True,OpenFace,ssd,cosine,0.5233139873666669,0.1,47.67,False,FN
033840.jpg,052374.jpg,True,OpenFace,ssd,euclidean,1.0230484119900005,0.55,N/A,False,FN
033840.jpg,052374.jpg,True,OpenFace,mtcnn,cosine,0.39183097317989124,0.1,60.82,False,FN
033840.jpg,052374.jpg,True,OpenFace,mtcnn,euclidean,0.8852468161553543,0.55,N/A,False,FN
033840.jpg,052374.jpg,True,OpenFace,retinaface,cosine,0.36615938437238704,0.1,63.38,False,FN
033840.jpg,052374.jpg,True,OpenFace,retinaface,euclidean,0.8557562504195163,0.55,N/A,False,FN
033840.jpg,052374.jpg,True,ArcFace,ssd,cosine,0.4600973089675522,0.68,53.99,True,TP
033840.jpg,052374.jpg,True,ArcFace,ssd,euclidean,3.403274325776761,4.15,N/A,True,TP
033840.jpg,052374.jpg,True,ArcFace,mtcnn,cosine,0.6649108371563364,0.68,33.51,True,TP
033840.jpg,052374.jpg,True,ArcFace,mtcnn,euclidean,4.375015217103652,4.15,N/A,False,FN
033840.jpg,052374.jpg,True,ArcFace,retinaface,cosine,0.5718941556008461,0.68,42.81,True,TP
033840.jpg,052374.jpg,True,ArcFace,retinaface,euclidean,3.8245935698288434,4.15,N/A,True,TP
015336.jpg,025883.jpg,True,Facenet,opencv,cosine,0.20160845344472678,0.4,79.84,True,TP
015336.jpg,025883.jpg,True,Facenet,opencv,euclidean,8.051409323893852,10.0,N/A,True,TP
015336.jpg,025883.jpg,True,Facenet,ssd,cosine,0.2022256751811602,0.4,79.78,True,TP
015336.jpg,025883.jpg,True,Facenet,ssd,euclidean,7.697912919790582,10.0,N/A,True,TP
015336.jpg,025883.jpg,True,Facenet,mtcnn,cosine,0.2171356402495075,0.4,78.29,True,TP
015336.jpg,025883.jpg,True,Facenet,mtcnn,euclidean,8.153685425509655,10.0,N/A,True,TP
015336.jpg,025883.jpg,True,Facenet,retinaface,cosine,0.18171073902427837,0.4,81.83,True,TP
015336.jpg,025883.jpg,True,Facenet,retinaface,euclidean,7.322989695094657,10.0,N/A,True,TP
015336.jpg,025883.jpg,True,OpenFace,opencv,cosine,0.3272504856663522,0.1,67.27,False,FN
015336.jpg,025883.jpg,True,OpenFace,opencv,euclidean,0.8090123818316899,0.55,N/A,False,FN
